64 64
37.2754659597232 -0.28629910216919274 452.66003003841143
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.3781369041880794E-5 1.326134369810624E-6 7.451397052589563E-5 1.504871531642584E-4 3.271498497503412E-4 2.815466774808419E-4 1.6757909624466648E-4 1.60472326447702E-4 4.565176182860348E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2623254939041588E-6 0.0 9.591245989284103E-6 1.2674227242883408E-5 0.0 0.0 0.0 5.4540204712145365E-6 6.289915762953914E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.5767649273789115E-4 5.628116782435172E-6 2.1099462075943647E-4 2.6009288823033435E-4 7.637438505400436E-5 2.612687197771314E-4 1.9493076127431786E-5 8.01260844065332E-5 1.3819881712915733E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 3.4628326215844655E-5 1.1001871144461148E-4 0.0 1.1514138319902313E-4 4.1945139094866265E-4 2.330415970930256E-4 8.012602444575582E-5 2.1112791941573328E-5 1.2051194252234964E-4 8.25934644324529E-5 0.0 0.0 0.0 6.274259136786126E-5 6.008447987624616E-5 1.5245302311677356E-4 7.52833886160036E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.502876774134943E-5 7.38290174739528E-6 5.571159149224118E-5 4.0928423692648743E-4 1.1370248470165649E-4 4.113317836485596E-4 4.794500023492526E-5 6.642981416578982E-5 4.4179055308051906E-4 7.616825751041302E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.669026087762427E-6 1.996415574868538E-4 1.4768556024094697E-4 9.401972374632937E-5 4.8211886061300005E-5 1.2707391760183187E-4 3.5386871092045507E-4 0.0 2.1067332419612509E-4 3.687026906694876E-4 1.332936105797093E-4 0.0 0.0 0.0 4.4032758858780964E-5 1.412593756412339E-5 1.929576965205414E-4 2.7775873364991236E-5 2.8383251707090544E-4 3.076960140643575E-4 3.4408083151582697E-6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.13330490284473E-5 1.642560206400155E-4 9.585263493049283E-5 3.278152515910484E-4 5.020292992834639E-4 3.365072259327915E-5 1.1677995331824981E-4 3.1520656718198026E-4 4.061921927040927E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.3838875485232125E-4 1.453075053135009E-4 1.7054134831493293E-4 8.019243099305978E-5 7.841524764865592E-5 5.543724035478405E-5 2.1218394217850021E-4 0.0 1.0416626442641476E-4 1.0594745884798358E-4 0.0 0.0 0.0 0.0 1.2958250174827625E-4 2.1634106017993156E-4 1.619852204711519E-4 2.489090482587633E-4 2.667860390024457E-4 1.0150376790326358E-5 7.855209870774128E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.266306159610313E-4 1.8231443427087899E-4 4.0848574933278716E-4 4.049867440874294E-4 1.0922074776312373E-4 4.695484366059926E-5 1.581133697193763E-4 9.712187555007E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.7767194211361085E-4 1.0855918665578332E-4 2.0701822885479983E-4 1.8388893188912864E-5 2.120740875669986E-5 2.6423473316257304E-4 1.3020311021239584E-4 2.5861442906032696E-6 1.7389623001638958E-4 2.0969058798151187E-4 0.0 0.0 0.0 0.0 9.72906755464102E-5 2.2278955359283229E-4 4.124092858420591E-5 3.050187649425366E-4 1.1287446193125344E-4 0.0 1.9171137736750027E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.091846345859917E-5 1.2105417456105177E-4 3.171306979866231E-4 2.529852328763693E-4 2.5450411612773597E-4 2.724639919054267E-4 2.4298932667164157E-4 2.577476825945863E-4 1.7975939331706E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0464004199933366E-5 3.377000850889531E-4 8.15222271857111E-5 5.593947811428105E-7 9.116750521291522E-5 2.1172527239461813E-4 9.40192516057924E-5 1.6932739830836333E-4 2.7340271864689434E-4 1.5351398779183807E-6 0.0 4.808133105175194E-5 0.0 1.2681488329768228E-4 3.871418536678686E-5 1.2382092178071612E-4 1.399341924670866E-4 3.310620736831257E-4 6.424778258561954E-5 1.1860049812505344E-4 4.157743001973647E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.902308698457574E-5 3.935246941856623E-4 1.7783601108257213E-4 2.790238207442754E-4 7.316032283186055E-5 1.3742873342246478E-4 2.892202974679259E-4 3.382531952452609E-4 1.9655888495181303E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.376886992955946E-5 2.09296266229634E-4 0.0 0.0 8.558414796972062E-5 1.8415929982660515E-4 5.868658986269424E-6 3.288403420589671E-4 3.051803268772203E-4 3.255915115729607E-5 3.5536659679633984E-5 1.077606691298077E-4 2.734047315738859E-5 3.431318119653257E-4 2.906665017843543E-5 1.8065899755992569E-4 5.1775826853108665E-5 6.429771549765177E-5 2.330701367015526E-4 1.6810232080146417E-4 2.0802641136764713E-4 8.901839461286527E-6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.10149413168784E-5 2.643699485036258E-4 1.8792845837520934E-4 4.271026354468636E-4 1.0689723216409203E-4 7.2320763227966125E-6 8.447917592940928E-5 1.411782969952497E-4 1.2572498903417833E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.6497609800334112E-4 0.0 0.0 0.0 1.8285098605876461E-4 1.3954814796393367E-4 1.7144173757935473E-4 3.451715603853147E-5 2.741212081745647E-5 1.257156253957515E-4 1.0456521155339851E-4 1.0706077816091871E-4 3.895425984747707E-5 2.1916470256374567E-4 0.0 7.783538361308489E-5 0.0 2.408634120414334E-5 2.237407667128964E-4 5.416349773575796E-6 1.3221704435707364E-4 1.0102771649108548E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.2710151207271885E-5 1.0585048964962857E-4 3.760804184204996E-4 3.041101843712175E-4 6.920207612576873E-4 4.2057980780711214E-4 2.3183657054514996E-4 0.0 7.493824928581293E-5 2.662196233097643E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.8301575212871957E-4 2.0390556543656988E-5 0.0 0.0 4.748814344648639E-5 3.3426055017187254E-4 1.1697017304380991E-5 0.0 2.6628408719050074E-4 2.819181204120137E-5 2.0708469003385545E-5 2.4294951490697126E-4 0.0 1.0453175171379153E-4 0.0 2.0146741837584234E-4 0.0 8.98130641091875E-5 3.1687985828557775E-4 0.0 3.095484740558059E-5 2.835716446633576E-4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2888209843843146E-5 3.5706757048114065E-4 3.722090001643106E-4 5.939400011660489E-4 2.579841998051702E-4 8.257498133518073E-4 7.12232607185623E-4 4.892818124546364E-4 2.2018740323211244E-4 3.791939020304277E-4 8.2445333898016E-5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
